 X, Y, W, T
-0.07,0.14,-0.12,23.34
-0.02,0.09,-0.13,23.4
-0.06,0.15,-0.07,23.27
0.01,0.16,-0.14,23.34
0.01,0.12,-0.21,23.29
-0.08,0.09,-0.14,23.3
-0.05,0.08,-0.12,23.25
-0.03,0.08,-0.07,23.39
-0.03,0.04,-0.04,23.39
-0.05,0.05,-0.04,23.34
-0.03,0.05,0,23.39
-0.01,0.06,-0.01,23.36
0,0.1,-0.16,23.21
-0.01,0.09,-0.12,23.26
0.08,0.16,-0.14,23.2
0.07,0.14,-0.11,23.35
-0.01,0.09,-0.06,23.42
-0.05,0.11,-0.09,23.42
-0.07,0.08,0.03,23.68
-0.07,0.07,0.06,23.75
-0.05,0.05,0.04,23.58
-0.03,0.08,-0.06,23.44
-0.04,-0.08,-0.07,23.39
-0.04,0,-0.02,23.33
-0.08,0.08,0.05,23.33
-0.07,0.11,0.08,23.3
-0.05,0.04,-0.06,23.28
0.05,0.13,-0.08,23.26
-0.03,0.05,0.04,23.27
-0.08,0,0.05,23.57
-0.04,0,0.01,23.77
0.04,0.04,-0.07,23.34
0.02,-0.01,-0.07,23.32
0.03,0,-0.02,23.37
-0.01,0,-0.01,23.42
-0.04,-0.04,0.07,23.45
-0.02,-0.03,0.02,23.45
-0.03,0,0,23.39
0.04,0.04,-0.02,23.37
0.03,0.08,-0.12,23.29
-0.07,0.08,-0.15,23.32
0,0.07,-0.12,23.35
0.02,0.14,-0.18,23.34
0.05,0.13,-0.1,23.37
0.02,0.08,-0.04,23.39
0.04,-0.04,-0.08,23.34
0.11,-0.01,-0.03,23.36
0.01,-0.08,-0.01,23.38
-0.01,0.03,-0.02,23.42
0.02,0.05,-0.1,23.39
-0.03,0.05,-0.05,23.38
-0.02,0.11,-0.15,23.32
-0.06,0.07,-0.02,23.41
-0.02,0.09,-0.08,23.41
0.02,-0.01,-0.14,23.38
0.03,-0.01,-0.12,23.38
0.03,-0.04,-0.08,23.33
-0.02,-0.04,-0.14,23.29
-0.1,0.02,-0.04,23.25
-0.04,0.01,0.01,23.3
-0.02,0.03,0.05,23.35
-0.03,0.03,-0.04,23.34
-0.02,0.11,-0.01,23.27
-0.03,0.13,-0.19,23.18
-0.04,0.09,-0.02,23.19
-0.05,0.09,-0.12,23.26
0.02,-0.01,-0.12,23.34
-0.02,-0.06,-0.08,23.29
0,-0.09,-0.07,23.26
0.03,-0.09,-0.08,23.3
0.03,-0.01,-0.09,23.4
0.01,0,-0.13,23.43
-0.01,0,-0.14,23.44
0,-0.02,-0.1,23.43
0,0,-0.06,23.41
0.03,0.09,-0.03,23.37
0.04,0.08,-0.06,23.42
0.01,0.08,0,23.54
0.01,0.04,0.07,23.54
0.02,0.08,0,23.5
0.05,0.07,0.04,23.45
0.08,0,0.06,23.45
0.02,0.03,0.08,23.48
0,0,0.07,23.46
-0.02,0,0.06,23.37
0.02,0.02,0.03,23.43
-0.04,0.09,-0.04,23.35
-0.03,0.02,-0.06,23.41
-0.01,0.01,-0.06,23.41
0.02,0.04,-0.08,23.35
0,0.06,-0.09,23.38
0.01,-0.02,-0.1,23.48
0.02,-0.03,-0.11,23.36
-0.01,-0.01,-0.13,23.31
0.07,0.17,-0.13,23.31
0.05,0.09,-0.15,23.25
0.04,0.11,-0.18,23.31
0.02,0.02,-0.12,23.41
0.02,0.05,-0.12,23.37
0.02,0.07,-0.1,23.34
0.01,0.06,-0.09,23.33
0.05,0.04,-0.05,23.35
0.06,0.15,-0.01,23.51
0.01,0.08,-0.08,23.37
0,0.09,-0.08,23.3
0.03,-0.01,-0.14,23.4
-0.01,0.04,-0.14,23.36
0.02,0.04,-0.11,23.33
0.01,0,-0.04,23.37
-0.02,0.11,0,23.44
0,0.09,0.03,23.51
-0.01,0.12,-0.07,23.36
0.03,0.1,-0.13,23.37
0.01,0.09,-0.16,23.34
0.06,0.12,-0.12,23.39
-0.01,0.14,-0.15,23.28
0,0.11,-0.14,23.31
-0.01,0.12,-0.2,23.32
0.03,0.17,-0.06,23.35
0.03,0.12,-0.07,23.32
0.01,0.08,0.06,23.55
-0.02,0.07,0.02,23.62
0,0.02,-0.01,23.39
-0.02,0.03,0.06,23.41
-0.05,0.1,-0.03,23.4
0,0.05,-0.16,23.23
-0.06,0.15,-0.14,23.26
0.02,0.05,-0.16,23.23
0,0.06,-0.14,23.25
0.01,0.13,-0.17,23.25
-0.01,0.14,-0.15,23.25
-0.02,0.16,-0.07,23.34
0.02,0.13,-0.14,23.24
0,-0.03,-0.12,23.32
0.02,0.05,-0.04,23.27
-0.01,0.04,-0.14,23.36
0,0.02,-0.12,23.47
0.06,0.11,-0.16,23.27
0.01,-0.01,-0.07,23.35
-0.05,0.16,-0.17,23.26
0.02,0.19,-0.22,23.25
0.02,0.07,-0.14,23.25
0,0.11,-0.13,23.24
-0.04,-0.01,-0.1,23.26
-0.06,-0.02,-0.02,23.26
-0.04,-0.05,-0.02,23.34
-0.04,-0.04,0,23.34
-0.01,0.02,0.03,23.37
0.04,0.1,-0.05,23.25
0.04,0.09,-0.05,23.27
0,0.12,-0.04,23.25
0.02,0.14,0.02,23.29
0,0.09,0.01,23.35
0,0.04,0.05,23.4
-0.04,0.03,0.09,23.48
-0.02,0.04,0.05,23.48
0.02,0.04,0.02,23.6
-0.03,0,0.03,23.37
0.05,-0.01,-0.07,23.36
0,-0.11,-0.02,23.4
-0.05,0,0.05,23.55
-0.04,-0.01,0.01,23.49
-0.04,0.04,0.04,23.6
-0.01,0.05,0.03,23.59
0.07,0.11,-0.12,23.31
0.02,0.13,-0.15,23.29
0.01,0.15,-0.11,23.14
0.01,0.05,-0.11,23.25
-0.01,0.11,-0.06,23.27
0.01,0.2,-0.11,23.3
-0.07,0.09,-0.03,23.4
-0.01,0.08,0.01,23.3
0,0.1,-0.12,23.28
0.04,0.01,-0.14,23.36
0.05,-0.04,-0.03,23.31
0.05,0.02,0.05,23.31
0.12,0.06,0.02,23.39
0.06,0,0.04,23.42
-0.02,0.02,0.11,23.36
0,0.07,0.08,23.37
0.03,0.08,0.05,23.4
0.02,0.05,0.06,23.42
0.05,0.13,0.02,23.45
0.04,0.03,0.02,23.37
0.02,0.01,0,23.34
0.03,0,-0.01,23.39
0,0.08,0.02,23.46
-0.05,0.11,0.02,23.43
-0.02,0.15,-0.07,23.35
-0.04,0.16,-0.18,23.19
-0.03,0.1,-0.2,23.2
0.03,0.16,-0.24,23.17
0.04,0.11,-0.18,23.23
0.01,0.17,-0.11,23.25
-0.01,0.1,-0.07,23.33
-0.01,0.15,-0.09,23.26
0.03,0.12,-0.16,23.26
-0.02,0.04,-0.06,23.34
-0.03,0.15,-0.14,23.24
-0.02,0.09,-0.17,23.26
0.01,-0.06,-0.2,23.29
-0.01,0.1,-0.12,23.4
-0.03,0.04,-0.11,23.24
-0.04,0.16,-0.04,23.25
-0.04,0.12,0.02,23.38
-0.01,0.09,0.02,23.38
-0.04,-0.01,0.06,23.47
-0.01,0.04,0.09,23.45
0.02,0.02,0.02,23.4
-0.01,0.16,-0.11,23.29
-0.02,0.12,-0.21,23.21
0,0.2,-0.19,23.26
0.03,0.07,-0.19,23.3
0.07,0.03,-0.1,23.31
0.1,-0.01,-0.12,23.29
-0.01,-0.02,0.01,23.32
-0.05,0,0.03,23.36
-0.04,0.05,0.05,23.38
-0.05,0.03,0.06,23.41
0.02,0.05,0,23.35
-0.02,0.01,-0.01,23.32
-0.03,-0.06,-0.03,23.34
-0.01,0.04,0.03,23.36
0.04,0.07,0.08,23.37
0.01,0.02,-0.03,23.33
-0.02,-0.02,0.03,23.37
0.02,0.05,0.07,23.5
0.05,0.09,0.06,23.47
0.05,0.16,-0.01,23.38
0.02,0.09,-0.04,23.27
0.07,0.1,-0.12,23.26
0.05,0.07,-0.12,23.23
0.05,0.01,-0.06,23.2
0.02,0.09,-0.09,23.21
0.03,0.02,-0.07,23.23
0.01,-0.02,-0.04,23.23
0.02,-0.01,-0.06,23.31
0.01,-0.01,-0.03,23.34
0.02,-0.01,0.01,23.33
0.01,0,0.03,23.37
-0.01,-0.02,0.04,23.42
0.02,-0.03,0.05,23.52
0,-0.05,0.05,23.55
0,-0.03,0.04,23.61
-0.01,-0.01,0.02,23.67
0,-0.01,0.01,23.66
-0.02,-0.02,-0.03,23.51
-0.02,0.03,-0.14,23.29
-0.05,-0.02,-0.09,23.22
-0.01,0.12,0,23.23
0.02,0.11,0,23.28
0.01,0.04,0.03,23.36
0.05,-0.04,0.03,23.28
0.02,-0.06,0.01,23.15
0.01,-0.03,0.05,23.25
0.05,0.03,0.07,23.61
0.01,0.01,0.05,23.45
0.02,0.01,0.04,23.4
0.02,0,0.02,23.33
0.02,-0.02,0.05,23.34
0.01,-0.02,0.05,23.39
0.04,-0.01,0.07,23.4
0.02,-0.03,0.09,23.37
-0.05,0,0.09,23.32
-0.05,-0.01,0.07,23.31
-0.06,0.04,0.05,23.26
-0.04,0.02,0.06,23.29
0.07,0.07,0.01,23.32
0.07,0.06,-0.13,23.25
0.03,-0.01,-0.07,23.31
0.02,-0.02,-0.01,23.31
0.04,-0.01,0,23.29
0.05,0.03,0.08,23.32
0.04,0.02,0.03,23.36
0.04,0,0.02,23.35
0.12,0.06,-0.03,23.28
0.07,0.06,-0.17,23.3
0.02,0.17,-0.03,23.33
0.01,0.14,-0.08,23.27
0.01,0.16,-0.16,23.31
0.03,0.12,-0.08,23.27
0.01,0.04,0.03,23.33
-0.01,0.04,0.01,23.33
-0.03,0.02,0.02,23.34
-0.02,0,0.04,23.4
-0.01,0.03,0.04,23.4
0,0.02,0,23.38
0.01,-0.01,0.01,23.39
0.02,-0.01,0.02,23.42
-0.01,-0.06,0.01,23.39
0,-0.01,0,23.4
0.01,0.02,-0.02,23.39
0.02,-0.03,-0.02,23.34
0,-0.07,0,23.36
0.01,-0.02,0.04,23.37
0,0.02,0.05,23.44
-0.02,0.03,0.06,23.42
-0.01,0.02,0.08,23.43
0,0.03,0.06,23.41
-0.03,0.02,0.07,23.32
-0.02,-0.01,0.08,23.33
0.02,-0.01,0.07,23.38
0.01,0.02,0.05,23.52
0.02,-0.02,0.02,23.6
0.03,-0.03,0.02,23.64
0.02,-0.05,0.01,23.52
0.01,-0.07,0.03,23.47
0.01,-0.03,0.03,23.36
0,-0.01,0.01,23.4
-0.01,0.01,-0.02,23.39
0,-0.01,-0.07,23.33
0.03,0.06,-0.14,23.24
-0.03,-0.01,-0.02,23.31
0,-0.01,-0.01,23.35
0.01,-0.06,0.01,23.42
0,-0.06,0,23.39
-0.01,-0.08,-0.01,23.31
-0.02,-0.04,-0.03,23.32
-0.03,-0.05,-0.01,23.28
0.03,-0.07,-0.06,23.29
0,-0.1,-0.02,23.26
-0.01,-0.11,0.07,23.34
-0.04,-0.12,0.04,23.32
-0.01,-0.12,0.08,23.37
0,-0.06,0.07,23.31
-0.02,-0.11,0.1,23.31
0,-0.09,0.1,23.3
0,-0.05,0.08,23.35
0,-0.06,0.06,23.35
0.01,-0.06,0.05,23.33
-0.02,-0.11,0.05,23.3
-0.02,-0.1,0.09,23.42
-0.05,-0.07,0.1,23.47
-0.08,-0.05,0.07,23.38
-0.08,-0.06,0.06,23.36
-0.04,0,-0.03,23.29
0.03,-0.03,-0.04,23.27
-0.02,-0.02,-0.02,23.24
-0.06,0.12,0.03,23.35
-0.11,0.22,-0.02,23.5
-0.09,0.01,0,23.77
-0.04,0.09,-0.04,23.71
-0.03,0.04,-0.07,23.66
-0.07,0.04,-0.01,23.67
-0.08,0.06,0.03,23.73
-0.08,0.04,0.02,23.74
-0.1,0.08,0.04,23.64
-0.13,0.02,0.03,23.58
-0.07,-0.05,0.01,23.5
-0.02,-0.09,-0.02,23.5
-0.04,-0.05,-0.03,23.52
-0.01,-0.03,-0.01,23.56
0.01,0.04,-0.02,23.56
0.1,0.08,-0.12,23.46
-0.04,0.03,0.02,23.56
-0.1,0.05,0.08,23.55
-0.05,0.06,0.03,23.55
0,0.11,-0.03,23.58
-0.02,0.12,-0.14,23.59
0,0.09,-0.13,23.55
0.06,0.16,-0.22,23.57
0.02,0.16,-0.21,23.51
0.05,0.16,-0.15,23.5
0.01,0.15,-0.26,23.45
0.06,0.17,-0.25,23.34
-0.01,0.19,-0.18,23.44
-0.11,0.08,-0.1,23.77
-0.07,0.07,-0.09,23.79
-0.04,0,-0.13,24.01
0.07,0,-0.09,24.26
0.08,0.02,-0.11,24.21
0.05,0.07,-0.17,24.05
0.07,0.14,-0.08,24.11
0,0.09,-0.04,23.99
-0.07,0.09,-0.08,23.8
-0.1,0.01,-0.05,23.62
-0.11,-0.01,-0.1,23.55
-0.09,0.03,-0.1,23.51
-0.05,0.05,-0.07,23.52
-0.01,0.04,-0.07,23.48
-0.02,0.02,0,23.43
-0.02,0.12,-0.16,23.37
-0.03,0.27,-0.27,23.34
-0.01,0.22,-0.28,23.34
-0.03,0.24,-0.29,23.41
-0.07,0.12,-0.09,23.55
-0.04,0.12,-0.04,23.44
-0.11,0.06,0.01,23.55
-0.03,0.06,-0.07,23.53
-0.04,0.03,-0.07,23.42
0.01,0.01,-0.05,23.46
-0.02,0.07,-0.18,23.44
-0.11,-0.01,-0.05,23.47
-0.06,0.07,-0.03,23.49
-0.06,0.02,-0.01,23.59
-0.01,0.11,-0.12,23.52
-0.05,0.07,-0.1,23.48
-0.05,0.05,-0.07,23.52
-0.04,0.12,-0.19,23.35
-0.04,0,-0.12,23.38
0.02,0.04,-0.2,23.36
-0.07,0.18,-0.1,23.39
-0.12,0.04,-0.08,23.4
-0.1,0.04,-0.01,23.61
-0.04,0.05,0.02,23.61
-0.04,0.03,0.02,23.69
-0.05,0.01,0.01,23.72
-0.04,0.02,0,23.77
-0.05,0.01,0,23.66
-0.03,0.02,-0.03,23.78
-0.03,0.03,-0.02,23.71
0,0.07,-0.1,23.61
-0.04,0.09,-0.06,23.57
0.02,0.11,-0.15,23.54
0.02,0.1,-0.15,23.59
-0.12,-0.03,-0.04,23.54
-0.03,0.06,-0.06,23.47
0.02,0.19,-0.15,23.53
-0.11,0.11,-0.01,23.55
0,0.13,-0.08,23.7
-0.05,0.07,-0.06,23.76
-0.01,0.17,-0.23,23.39
-0.1,0.11,-0.02,23.65
-0.02,0.1,-0.03,23.61
-0.06,0.04,-0.03,23.71
0.02,0.13,-0.13,23.43
0.02,0.04,-0.06,23.5
-0.02,0.06,-0.05,23.45
-0.04,0.05,-0.05,23.57
0.05,0.13,-0.08,23.51
-0.03,0.09,0.05,23.62
-0.04,0.01,0.04,23.66
-0.03,0.02,0.01,23.77
-0.03,0.02,0.01,23.73
0.01,0.05,-0.03,23.53
-0.01,0.02,0.04,23.41
0,0.07,-0.08,23.51
-0.04,0.06,-0.03,23.54
-0.04,-0.02,-0.05,23.58
0.01,0.12,-0.09,23.49
-0.09,0.07,-0.04,23.55
-0.01,0.04,-0.07,23.57
-0.03,-0.01,0.05,23.62
-0.03,-0.03,0.07,23.61
-0.01,0.01,0.07,23.64
-0.06,0,0.05,23.71
-0.04,0.03,0.05,23.67
-0.06,-0.01,0.05,23.65
-0.09,0,0.02,23.43
-0.06,0,-0.01,23.43
-0.02,0.02,0,23.52
-0.04,0.01,0.02,23.45
-0.04,-0.01,0,23.5
-0.01,0.01,-0.01,23.57
0.01,0.02,-0.01,23.56
0.01,0.05,0,23.52
0.05,0.08,-0.04,23.42
-0.02,0.08,0.09,23.44
-0.04,0.03,0.09,23.5
-0.03,0.02,0.07,23.57
-0.11,0.07,0,23.44
-0.13,-0.01,-0.05,23.46
-0.01,0,0.07,23.47
0.02,0,0.07,23.48
-0.01,0.03,0.08,23.55
0,0.04,0.11,23.52
-0.02,-0.04,0.12,23.47
0.01,-0.04,0.09,23.48
0.05,0.06,0.02,23.51
-0.07,0.04,-0.03,23.48
-0.05,0.02,-0.03,23.61
-0.05,0.06,0.04,23.52
0,0.03,-0.04,23.51
-0.07,0.07,0.01,23.52
0.03,0.15,-0.01,23.44
-0.1,-0.03,0.05,23.41
-0.03,0.05,0.02,23.45
0.01,0.03,-0.04,23.41
-0.03,0.09,-0.05,23.55
-0.07,0.04,-0.04,23.54
-0.04,-0.04,0.02,23.45
-0.03,0.04,0.04,23.44
0,0.07,0.03,23.44
0.02,0.06,-0.03,23.36
-0.01,0.01,-0.09,23.48
-0.01,-0.09,-0.11,23.34
-0.08,0.01,-0.03,23.3
0.04,0.12,-0.07,23.46
-0.06,0.08,0,23.53
-0.02,0.08,-0.09,23.43
-0.05,0.01,-0.05,23.45
-0.06,0.01,0.02,23.58
0.05,0.09,-0.13,23.24
-0.02,-0.04,-0.07,23.22
-0.04,-0.02,-0.05,23.33
-0.01,-0.01,-0.01,23.42
0.01,0.04,0.04,23.35
-0.02,0.05,-0.02,23.27
-0.08,0.1,0.01,23.35
-0.06,0.03,-0.03,23.57
-0.01,0.01,0,23.51
-0.02,0.07,-0.01,23.54
-0.06,0.03,0.03,23.55
-0.05,0.02,-0.03,23.39
-0.03,0.06,-0.06,23.41
-0.06,0.04,-0.04,23.29
-0.03,-0.03,-0.02,23.5
-0.01,-0.01,0,23.45
0,0.04,-0.14,23.38
0.04,0.12,-0.2,23.31
-0.03,0.14,-0.05,23.44
-0.09,0.12,-0.08,23.49
0.06,0.07,-0.04,23.37
-0.03,-0.01,-0.02,23.4
-0.01,0.04,0.03,23.46
-0.02,-0.03,0.03,23.52
-0.05,0,0.03,23.54
-0.02,0.05,-0.02,23.47
-0.03,0.02,-0.08,23.35
-0.05,0.04,-0.07,23.39
-0.08,0.04,-0.06,23.45
-0.02,0.01,-0.04,23.48
-0.01,-0.03,-0.05,23.41
-0.04,-0.03,0.01,23.5
-0.06,0.01,-0.01,23.59
-0.06,0.02,0.05,23.64
-0.04,0.03,0.02,23.62
-0.05,0.01,-0.06,23.44
-0.04,-0.07,0.05,23.43
-0.05,0.02,0.01,23.53
-0.02,0.04,-0.05,23.49
-0.03,0.04,-0.04,23.39
-0.03,-0.01,0.02,23.46
-0.03,0.04,0.03,23.52
-0.01,0.06,0.05,23.5
-0.01,0.09,0.1,23.47
-0.03,0.02,0.06,23.5
-0.01,0.01,0.02,23.5
0.05,0.02,0.06,23.45
0,0.04,0.08,23.42
-0.04,0.01,0.12,23.3
-0.03,0.05,0.03,23.5
0,0.02,0.03,23.45
0.03,0,0.03,23.47
0.03,0,0.08,23.51
-0.01,0,0.07,23.46
-0.01,0.03,0.07,23.42
-0.04,0.02,0.06,23.37
-0.11,-0.01,0.06,23.46
-0.05,-0.06,0.03,23.39
0.02,0.09,0.04,23.41
-0.01,-0.04,0.06,23.51
-0.03,0.03,0.07,23.55
0.03,0.01,0.12,23.53
-0.05,-0.02,0.05,23.43
-0.08,0.01,0.03,23.28
-0.03,-0.03,0.01,23.33
-0.03,-0.04,0.02,23.31
-0.03,-0.03,0.02,23.34
0.01,-0.03,0.04,23.36
-0.02,0.02,0.05,23.32
-0.05,0.01,0.02,23.39
-0.01,0.04,0.04,23.38
0.02,0.05,0,23.42
-0.07,0,0,23.44
0,0.05,-0.01,23.52
0,0.03,0.02,23.46
-0.01,0.02,0.05,23.5
-0.01,0.04,0.05,23.48
-0.06,0,0.02,23.56
-0.04,0,0.03,23.53
-0.04,0.01,0.06,23.33
-0.05,-0.01,0.08,23.3
-0.05,-0.01,0.07,23.32
-0.04,-0.01,0.05,23.35
0.02,0.07,-0.03,23.3
0.04,0.07,0.01,23.29
-0.08,-0.08,0,23.35
-0.07,0.06,-0.04,23.41
0.04,0.04,-0.13,23.39
-0.02,0.07,-0.07,23.43
-0.01,0.12,-0.06,23.42
-0.01,0.14,-0.11,23.38
0,0.04,0.02,23.36
-0.04,0.05,0.02,23.45
-0.05,0.02,-0.03,23.44
-0.01,0.05,-0.04,23.34
0,0.07,-0.17,23.36
-0.02,-0.02,-0.13,23.33
0.02,0.1,-0.19,23.26
-0.05,0.1,-0.23,23.32
-0.07,0.12,-0.07,23.35
0,0.05,-0.19,23.21
-0.06,0.09,-0.02,23.41
-0.04,-0.02,-0.04,23.33
-0.03,0.05,-0.06,23.38
0.01,0.15,-0.12,23.3
-0.03,0.07,-0.01,23.27
-0.1,0.07,0.04,23.35
-0.07,-0.06,-0.01,23.32
-0.03,0.02,-0.07,23.36
-0.02,0.06,-0.15,23.47
-0.04,0.02,-0.07,23.5
0,0,-0.01,23.38
-0.02,0.11,-0.13,23.36
0.02,0.07,-0.08,23.3
0,0.04,-0.09,23.34
-0.03,0.08,-0.02,23.45
0.02,0.06,-0.08,23.33
-0.08,0.13,-0.04,23.57
-0.03,0.08,-0.03,23.62
-0.06,0.01,0.02,23.68
-0.01,0.1,-0.09,23.41
0,0.07,-0.1,23.34
-0.03,0.09,-0.04,23.37
-0.07,0.05,-0.06,23.42
-0.01,0.16,-0.04,23.34
-0.08,0.11,-0.08,23.35
-0.08,0.05,-0.14,23.42
-0.04,0.09,-0.17,23.27
0.02,0.31,-0.34,23.14
-0.15,0.16,-0.16,23.39
-0.14,0.09,-0.09,23.39
-0.07,0.01,-0.03,23.38
0,0,-0.01,23.42
-0.02,0.01,-0.02,23.42
-0.02,0,-0.03,23.45
-0.01,0.02,-0.02,23.31
-0.04,0.01,0.04,23.35
0,0.07,0.02,23.28
0.01,-0.01,0.06,23.38
0.03,0.01,0.02,23.23
-0.07,0.03,0.01,23.37
-0.04,0.01,0.02,23.43
-0.04,0.02,0,23.49
0.03,0.08,-0.08,23.34
0,0.05,-0.02,23.34
0.04,0.1,-0.16,23.31
-0.03,0.03,-0.15,23.37
-0.08,0.05,-0.09,23.27
0.04,0.17,-0.21,23.23
0.02,0.04,-0.1,23.57
-0.08,0.1,0.01,23.46
-0.04,0.15,0.02,23.54
-0.08,0.06,0.01,23.71
-0.1,0.08,0.04,23.73
-0.1,-0.01,0.04,23.67
-0.07,0,0,23.6
-0.07,0.04,-0.06,23.55
-0.06,0.03,-0.02,23.41
-0.05,0.03,-0.02,23.37
0.01,0.03,-0.02,23.34
-0.04,0.12,-0.12,23.37
-0.03,0.18,-0.17,23.33
-0.09,0.07,-0.03,23.43
-0.08,0.07,-0.09,23.37
-0.09,-0.01,-0.03,23.42
-0.03,0.01,0.01,23.44
-0.02,-0.04,-0.03,23.39
-0.04,0.02,-0.01,23.29
-0.02,-0.02,0.05,23.45
-0.02,-0.05,0,23.4
0.02,-0.03,-0.05,23.37
0.03,0.14,-0.07,23.32
-0.05,0.08,-0.07,23.33
-0.03,0.08,-0.13,23.19
-0.05,0,-0.05,23.24
-0.04,0.05,0.01,23.44
-0.01,0.08,-0.11,23.3
-0.04,0.1,-0.21,23.24
-0.05,0.11,-0.14,23.29
-0.04,0.12,-0.07,23.52
-0.08,0.06,-0.09,23.62
-0.08,0.08,-0.05,23.54
-0.06,0,-0.08,23.4
-0.04,0.06,-0.15,23.24
-0.09,-0.03,-0.07,23.41
-0.02,0.05,-0.08,23.37
-0.05,0.08,-0.06,23.3
-0.03,0.01,-0.03,23.32
-0.05,0.03,-0.08,23.22
-0.04,0.09,-0.16,23.36
-0.04,0.09,-0.09,23.25
-0.09,-0.02,-0.11,23.31
-0.09,-0.01,-0.03,23.39
-0.03,-0.01,0.02,23.5
0,0,-0.07,23.4
-0.05,0.03,-0.07,23.42
-0.02,0.05,-0.08,23.26
-0.03,0.06,-0.06,23.29
-0.05,0.05,-0.1,23.35
-0.02,0.12,-0.19,23.24
-0.04,0.09,-0.1,23.3
-0.05,0.05,-0.06,23.35
-0.03,0.09,-0.09,23.25
-0.09,0.12,-0.1,23.29
0.05,0.14,-0.2,23.19
-0.12,0.07,-0.1,23.25
-0.01,0.08,-0.08,23.26
-0.02,0.06,-0.09,23.17
0,0.13,-0.18,23.11
-0.05,0.13,-0.2,23.16
-0.05,0.16,-0.23,23.22
0.01,0.24,-0.25,23.15
-0.09,0.15,-0.14,23.36
-0.02,0.18,-0.26,22.95
0.01,0.05,-0.09,22.98
-0.09,0.06,-0.14,23.3
-0.02,0.11,-0.22,23.21
-0.04,0.11,-0.13,23.23
-0.03,0.06,-0.1,23.25
-0.06,0.04,-0.11,23.33
-0.04,0.1,-0.22,23.17
-0.05,0.02,-0.12,23.08
-0.12,0,-0.09,23.39
-0.06,-0.02,-0.03,23.56
-0.02,0.04,-0.01,23.39
-0.03,0.1,-0.08,23.27
-0.04,0.02,-0.03,23.27
0.04,0.03,-0.04,23.24
-0.06,-0.01,0.04,23.43
-0.02,-0.01,0.01,23.43
0.04,0.03,-0.07,23.3
-0.06,0.05,-0.09,23.16
-0.07,0,-0.06,23.3
-0.01,0.09,-0.18,23.24
0,0.15,-0.15,23.32
-0.1,0.05,-0.01,23.41
-0.02,0.17,-0.06,23.28
-0.07,0.05,0.01,23.29
0,0.1,-0.12,23.29
0,0.2,-0.23,23.16
-0.06,0.15,-0.13,23.2
-0.09,0.09,-0.02,23.4
-0.05,0.03,-0.05,23.25
-0.07,0,0.07,23.44
-0.01,0,-0.05,23.35
0.02,0.07,0.04,23.23
-0.07,-0.02,0.06,23.56
-0.06,-0.01,-0.01,23.41
-0.02,0.02,-0.02,23.34
0,0.02,-0.05,23.29
-0.02,0.05,-0.09,23.19
-0.09,0.06,-0.02,23.53
-0.07,0.01,-0.02,23.39
-0.04,0.04,0.03,23.4
0,0.04,-0.02,23.19
-0.03,-0.03,-0.02,23.3
-0.01,-0.01,0.01,23.26
-0.02,0,0.08,23.23
-0.05,0.07,0.02,23.33
-0.08,0.1,-0.07,23.35
-0.07,0.06,-0.04,23.21
-0.04,0,-0.09,23.23
-0.09,0.04,-0.11,23.15
-0.01,0.04,-0.15,23.19
-0.1,0.1,-0.01,23.15
-0.08,0.05,0.04,23.22
0,0.08,-0.08,23.17
-0.08,0.02,0.02,23.23
-0.04,0.01,0,23.21
-0.05,0.02,0.04,23.07
-0.06,0.04,0,23.21
-0.04,0.07,-0.01,23.35
-0.07,0,-0.02,23.3
-0.04,0,-0.06,23.25
0.04,-0.05,-0.09,23.1
0.1,-0.05,-0.11,23.09
0.03,-0.07,-0.04,23.08
0.02,-0.07,0.05,23.16
0.01,-0.01,0.05,23.24
0,0,0.03,23.18
0.03,0.05,-0.03,23.12
0.07,0.13,-0.08,23.08
-0.08,-0.05,0.02,23.14
-0.03,0.01,0.05,23.16
-0.01,0.03,0.02,23.28
-0.04,0.06,0.07,23.21
-0.03,0.02,0.01,23.27
0.07,0.1,0,23.25
-0.06,-0.02,0.04,23.21
-0.05,0.01,0.07,23.29
0.02,0.07,0.01,23.19
0.05,0.07,-0.04,23.23
0,0,-0.02,23.21
-0.09,0.03,0.11,23.23
-0.13,-0.03,0.09,23.23
-0.07,-0.03,0.04,23.22
-0.05,-0.01,0.04,23.23
-0.05,0.02,-0.02,23.31
0.09,0.07,-0.07,23.24
0.02,0.01,-0.1,23.21
0.08,0.1,-0.08,23.22
-0.06,0.04,0.03,23.26
-0.09,0.03,0,23.31
-0.05,0,0.01,23.32
0.01,0.06,-0.1,23.26
0,0.16,-0.03,23.3
0,0.17,0.01,23.32
0.01,0.04,-0.01,23.5
-0.02,0.14,-0.03,23.51
0,-0.07,0.02,23.38
-0.04,0.11,0.05,23.56
-0.07,0.03,0.06,23.55
0.01,0.06,-0.04,23.39
-0.05,0.04,-0.06,23.34
-0.04,0.04,-0.03,23.39
-0.06,0.08,0.01,23.32
-0.08,0,0.07,23.48
-0.05,-0.02,0.03,23.49
-0.06,0,0.04,23.4
-0.08,-0.01,0.01,23.42
-0.09,0.01,-0.02,23.27
-0.09,0,0.01,23.36
-0.14,-0.03,-0.08,23.7
-0.05,0.07,-0.08,23.62
-0.09,0.12,-0.09,23.76
-0.12,0.12,-0.08,23.73
-0.14,0.02,-0.04,23.62
-0.12,0.02,0,23.48
-0.07,-0.04,0.07,23.49
