 X, Y, W, T
0.76,0.04,0.15,21.81
0.48,0.02,0.22,22.02
0.77,0.04,0.12,21.81
0.67,0.05,0.15,21.85
0.77,0.02,0.09,21.84
0.86,0.18,0.17,21.83
0.88,0.03,0.08,21.84
0.8,0.12,0.11,21.85
0.54,0.06,0.17,21.91
0.79,0.01,0.12,21.8
0.74,0.21,0.24,21.82
0.94,0.08,0.18,21.75
0.78,0.11,0.21,21.85
0.89,0.1,0.08,21.75
0.92,-0.04,0.08,21.7
0.91,0.06,0.14,21.75
0.78,0.04,0.06,21.68
0.85,0.11,0.23,21.72
1,0.15,0.16,21.68
0.8,0.38,0.18,21.71
0.81,0.24,0.12,21.77
0.83,0.22,0.2,21.75
0.62,-0.01,0.16,21.85
0.62,0.03,0.06,21.79
0.67,0.01,0.11,21.89
0.99,0.19,0.19,21.74
0.65,0.3,0.15,21.82
0.71,0.33,0.1,21.75
0.78,0.35,0.18,21.84
0.89,0.22,0.15,21.77
0.9,0.23,0.17,21.74
0.91,0.17,0.19,21.68
0.72,0.13,0.06,21.81
0.47,-0.11,0.2,21.94
0.5,0.07,0.23,21.94
0.53,-0.01,0.16,21.91
0.64,0.07,0.15,21.84
0.61,-0.06,0.12,21.87
0.78,0.07,0.2,21.79
0.79,0.16,0.17,21.77
0.77,0.41,0.26,21.79
0.61,0.15,0.17,21.88
0.72,0.06,0.1,21.86
0.97,0.24,0.16,21.79
0.8,0.09,0.12,21.84
0.95,0.17,0.12,21.63
0.87,0.28,0.02,21.65
0.82,0.26,0.17,21.72
0.6,0.25,0.18,21.85
0.64,0.3,0.15,21.79
0.45,0.22,0.2,21.9
0.31,0,0.1,22.02
0.65,-0.15,0.14,21.82
0.85,0.15,0.13,21.71
0.89,0.15,0.1,21.75
0.76,0.22,0.22,21.74
0.61,0.32,0.2,21.88
0.75,0.22,0.17,21.76
0.91,0.17,0.09,21.62
0.77,0.28,0.21,21.76
0.8,0.12,0.14,21.76
0.73,0.25,0.13,21.81
0.55,0.27,0.14,21.88
0.71,0.26,0.06,21.82
0.78,0.3,0.15,21.77
0.68,0.33,0.18,21.86
0.68,0.09,0.27,21.96
0.51,0.2,0.27,21.97
0.64,0.13,0.17,21.91
0.72,-0.08,0.15,21.93
0.48,-0.07,0.16,22.01
0.51,0.01,0.12,21.95
0.66,-0.06,0.07,21.87
0.6,0.06,0.12,21.88
0.77,0.16,0.07,21.78
0.59,0,0.17,21.89
0.73,0.1,0.19,21.79
0.78,0.2,0.22,21.83
0.65,0.04,0.03,21.85
0.59,0.09,0.15,21.9
0.35,-0.12,0.19,21.98
0.23,-0.03,0.14,21.99
0.15,-0.08,0.08,22.14
0.2,-0.2,0.01,22.11
0.53,-0.03,0.08,21.96
0.6,0.08,0.17,22.02
0.5,0,0,21.97
0.7,0.16,0.17,21.96
0.57,0.04,0.23,22
0.73,0.13,0.23,21.9
0.9,0.04,0.24,21.8
0.68,0.05,-0.07,21.88
0.52,-0.07,0.12,22.03
0.37,0.03,0.16,21.91
0.5,-0.03,0.1,21.91
0.35,-0.11,0.2,21.98
0.45,0.01,0.21,21.91
0.33,-0.12,0.19,21.9
0.59,-0.04,0.08,21.86
0.54,0.02,0.14,21.88
0.81,0.02,0.1,21.8
0.72,0.17,0.1,21.9
0.82,0.12,0.21,21.83
0.74,0.08,0.16,21.86
0.55,0.04,0.12,21.89
0.43,-0.07,0.2,21.97
0.72,0.18,0.25,21.85
0.78,0.02,0.07,21.8
0.87,0.09,0.12,21.76
0.8,0.12,0.09,21.75
0.78,0.05,0.14,21.73
0.89,0.1,0.19,21.73
0.96,0.18,0.13,21.7
0.83,0.08,0.13,21.75
0.63,0.01,0.14,21.83
0.7,0.04,0.11,21.86
0.63,-0.11,0.16,21.89
0.78,0.06,0.14,21.84
0.73,-0.03,0.09,21.82
0.66,0,0.11,21.83
0.82,0.03,0.12,21.74
0.94,0.09,0.08,21.74
0.94,0.19,0.12,21.76
0.88,0.08,0.12,21.67
0.78,0.04,0.13,21.78
0.95,0.2,0.16,21.71
0.84,0.14,0.17,21.82
0.63,0.11,0.15,21.9
0.72,-0.01,0.09,21.89
0.53,-0.06,0.02,21.9
0.65,0.11,0.06,21.8
0.88,0.04,0.04,21.72
0.92,0.17,0.16,21.76
0.91,0.05,0.07,21.8
0.91,0.17,0.14,21.82
0.87,0.23,0.23,21.82
0.76,0.17,0.1,21.8
0.8,0.35,0.13,21.87
0.57,0.04,0.02,21.85
0.68,-0.08,0.08,21.81
0.96,0.12,0.09,21.68
0.92,0.02,0.14,21.7
0.98,0.05,0.08,21.68
0.85,0.09,0.09,21.71
0.9,0.04,0.07,21.73
0.94,0.26,0.18,21.69
0.8,0.39,0.12,21.87
0.57,0.39,0.16,21.96
0.61,0.22,0.19,21.87
0.81,0.12,0.13,21.93
0.88,0.08,0.09,21.78
0.75,0.07,0.3,21.98
0.71,0.04,0.15,21.88
0.77,0.12,0.23,21.8
0.83,0.1,0.12,21.75
0.92,0.16,0.14,21.68
0.81,0.17,0.12,21.79
0.89,0.17,0.17,21.78
0.88,0.16,0.15,21.75
0.94,0.19,0.16,21.8
0.85,0.06,0.12,21.76
0.65,0.11,0.18,21.84
0.78,0.05,0.15,21.78
0.84,-0.01,0.05,21.78
0.79,0.11,0.12,21.84
0.81,0.14,0.11,21.84
0.56,0.04,0.11,21.98
0.57,-0.01,0.11,21.94
0.83,0,0.09,21.8
0.92,0.19,0.18,21.97
0.85,0.35,0.08,21.91
0.86,0.29,0.08,22.14
0.81,0.19,0.16,22.08
0.91,0.19,0.05,21.94
0.44,0.12,0.18,22.25
0.28,-0.13,0.11,22.31
0.45,-0.11,0.16,22.14
0.47,0,0.2,22.16
0.52,-0.1,0.16,22.12
0.43,-0.18,0.08,22.09
0.29,-0.04,0.02,22.31
0.58,0.03,0.14,22.09
0.45,0.06,0.13,22.18
0.34,-0.09,0.01,22.3
0.45,-0.03,0.05,22.11
0.67,-0.05,0.04,21.98
0.84,0.11,0.12,21.84
0.71,0.03,0.09,21.98
0.89,0.16,0.2,21.9
0.6,0.09,0.03,22.02
0.78,0.2,0.2,22.04
0.6,0.1,0.18,22.12
0.63,0.06,0.18,22.04
0.53,0.04,0.08,22.18
0.51,-0.04,0.19,22.38
0.23,-0.13,0.09,22.42
0.17,-0.08,0.03,22.43
0.39,-0.02,0.14,22.25
0.33,-0.07,0.09,22.28
0.47,-0.08,0.06,22.17
0.42,-0.08,0.04,22.17
0.24,-0.07,0.06,22.31
0.48,0.02,0.2,22.23
0.34,-0.02,0.13,22.23
0.48,-0.01,0.13,22.15
0.54,-0.01,0.11,22.24
0.59,0.05,0.17,22.29
0.59,0.02,0.16,22.24
0.65,-0.01,0.1,22.16
0.85,0.03,0.13,21.96
0.66,-0.13,0.11,22.07
0.81,0.08,0.17,21.93
0.76,0.07,0.11,21.98
0.78,-0.03,0.05,21.98
0.43,-0.05,0.03,22.18
0.57,0.01,0.17,22.11
0.65,-0.14,0.12,22.04
0.42,0.04,0.12,22.11
0.47,-0.11,0.02,22.17
0.76,0.02,0.15,22.06
0.7,0.03,0.06,21.95
0.92,0.02,0.07,21.92
0.86,0.01,0.1,21.88
0.82,0.06,0.07,21.94
0.87,0.12,0.23,21.92
0.18,-0.33,0.04,22.41
0.2,0.05,-0.16,22.45
0.14,0.02,-0.13,22.42
0.16,0.01,0,22.4
0.09,0.03,-0.01,22.47
0.09,0.04,-0.03,22.49
0.1,0.03,-0.02,22.43
0.14,0.02,-0.02,22.41
0.15,0,-0.03,22.43
0.16,-0.03,-0.09,22.45
0.15,0.02,-0.12,22.52
0.11,-0.05,-0.09,22.45
0.19,-0.01,-0.03,22.34
0.16,0,0.01,22.31
0.14,0.01,-0.06,22.23
0.11,0,-0.09,22.29
0.06,0.01,-0.12,22.34
0.09,0.02,-0.19,22.53
0.17,-0.03,-0.14,22.57
0.16,0.03,-0.07,22.5
0.14,0.06,-0.06,22.53
0.12,0.07,-0.06,22.55
0.1,0.05,-0.06,22.6
0.12,0.06,-0.08,22.58
0.09,0.07,-0.09,22.52
0.08,0.09,-0.03,22.39
0.07,0.04,0.01,22.34
0.07,0.04,-0.01,22.31
0.07,0.02,0.03,22.37
0.05,-0.01,0.02,22.38
0.1,-0.03,0.02,22.34
0.11,0,-0.01,22.31
0.11,-0.01,0.01,22.27
0.14,-0.01,0.01,22.23
0.14,0.02,-0.01,22.29
0.12,0,0.01,22.23
0.06,-0.02,0.05,22.22
0.01,0.03,0.03,22.23
0.03,-0.01,0.05,22.21
0.09,-0.04,0.02,22.24
0.12,-0.05,0.03,22.21
0.11,0.02,-0.03,22.21
0.09,0.01,0.01,22.18
0.06,-0.02,0.01,22.22
0.03,0.04,-0.03,22.21
0.03,0.07,0,22.22
0.04,0.06,-0.04,22.27
0.06,-0.01,-0.06,22.37
0.04,0,-0.01,22.36
0.05,0.03,0,22.26
0.07,0.05,0.04,22.23
0.06,0.05,0.06,22.21
0.07,0.05,0.05,22.2
0.05,0.08,0.07,22.38
0.07,0.06,0.02,22.35
0.1,0.07,-0.02,22.35
0.08,0.09,0.05,22.39
0.19,0.04,0.13,22.21
0.3,0.05,0.15,22.15
0.22,0.02,0.05,22.14
0.16,-0.01,0.07,22.19
0.07,0.04,0.07,22.29
0.04,0.05,0.05,22.32
0.04,-0.03,0,22.32
0.04,0.03,-0.02,22.26
0.07,0.04,-0.02,22.28
0.06,0.05,-0.02,22.35
0.03,0.09,-0.06,22.32
0.02,0.1,0.04,22.33
0.06,0.06,0.03,22.39
0.07,0.05,0.01,22.47
0.07,0.03,0.02,22.34
0.08,0.01,-0.01,22.34
0.08,0.03,-0.01,22.32
0.11,0.06,0.03,22.34
0.1,0.02,0.03,22.34
0.08,0.01,0.03,22.33
0.06,0.01,0.03,22.36
0.04,0.01,0.02,22.34
0.04,0.01,0,22.36
0.06,0.03,0.01,22.36
0.05,0.01,0,22.37
0.03,0.02,0.01,22.39
0.05,0.01,0.02,22.39
0.09,0.03,0.03,22.33
0.13,0.05,0.04,22.25
0.15,0.07,-0.03,22.27
0.13,0.06,0.05,22.26
0.07,0.03,0.04,22.28
0.08,0.02,0.04,22.33
0.08,0.06,0.03,22.35
0.14,0.07,0.04,22.35
0.17,-0.01,0.07,22.41
0.14,0.03,0.02,22.37
0.08,0.06,0.08,22.4
0.08,0.07,0.05,22.39
0.1,0.05,0.02,22.43
0.11,0.08,0.07,22.41
0.12,0.08,0.05,22.38
0.13,0.08,0.07,22.3
0.12,0.12,0.11,22.28
0.22,0.07,0.05,22.19
0.23,0.02,0.06,22.15
0.21,0.08,0.09,22.14
0.14,0.07,0.06,22.14
0.15,0.13,0.12,22.28
0.12,0.06,0.12,22.35
0.12,-0.05,0.09,22.31
0.08,0,0.03,22.32
0.12,0.03,0.04,22.33
0.09,0.01,0,22.3
0.04,0,0.03,22.35
0,0.01,0.05,22.35
0.07,0.03,0.04,22.34
0.07,0.08,0.01,22.37
0.06,0.06,0.07,22.37
0.13,0.1,0.08,22.36
0.12,0.04,0.07,22.38
0.12,0.04,0.09,22.29
0.15,0.08,0.02,22.34
0.15,0.17,0.1,22.33
0.24,0.16,0.15,22.3
0.21,0.04,0.13,22.3
0.25,0.07,0.15,22.27
0.27,0.08,0.12,22.24
0.19,0.12,0.15,22.24
0.19,0.12,0.06,22.23
0.12,0.08,0.06,22.27
0.07,0.07,0.09,22.32
0.1,0.08,0.04,22.32
0.01,0.07,0.09,22.34
0.05,0.1,0.08,22.44
0.07,0.11,0.07,22.52
0.14,0.11,0.06,22.36
0.12,0.08,-0.01,22.37
0.09,0.12,-0.06,22.4
0.05,0.11,-0.08,22.43
0.17,0.06,-0.08,22.49
0.18,0.05,-0.05,22.48
0.13,0.03,0,22.42
0.09,0.03,0.01,22.34
0.07,0.01,0.02,22.4
0.07,0.03,0.03,22.35
0.07,0.04,0.02,22.39
0.06,0.04,0,22.38
0.03,0.02,0.05,22.38
0.01,-0.01,0.09,22.38
0.03,-0.04,0,22.43
0.03,0.05,0.02,22.41
0.03,0.03,0.05,22.39
0.05,0.03,-0.03,22.35
0.03,0,-0.03,22.35
0.04,-0.03,0.04,22.4
0.05,0,0.01,22.38
0.07,-0.03,0.01,22.37
0.08,-0.01,0.06,22.39
0.03,0.01,0.04,22.36
-0.01,0,0.02,22.38
0,0.03,0,22.36
0.07,0.02,-0.02,22.29
0.07,0.04,-0.02,22.33
0.06,0.01,0.02,22.33
0.05,0.02,0.01,22.33
0.05,0.04,0.03,22.33
0.03,0.02,0.04,22.36
0.02,0.02,0.02,22.37
0.04,0.01,0,22.35
0,0.06,-0.01,22.37
-0.03,-0.02,0.02,22.35
0,0.01,0.04,22.39
0.03,0.01,0.07,22.37
0.05,-0.01,0.08,22.36
0.06,0,0.03,22.36
0.04,-0.06,0.05,22.34
0.04,-0.06,0.06,22.34
0.1,-0.03,0.06,22.31
0.22,0,0.09,22.18
0.22,0.01,0.08,22.18
0.16,0.05,-0.01,22.24
0.14,0.07,0.02,22.23
0.16,0.06,0.02,22.31
0.13,0.06,0.03,22.22
0.11,0.02,0.03,22.25
0.08,0.01,0.09,22.35
0.06,0.05,0.06,22.37
0,0.07,0.02,22.38
-0.01,0.06,-0.02,22.39
0.01,0.07,-0.05,22.36
0.11,0.11,-0.11,22.37
0.01,0.04,-0.12,22.39
-0.09,0.03,-0.1,22.72
-0.06,0.09,-0.19,22.59
0.15,0.02,-0.16,22.43
0.03,0.07,-0.11,22.55
-0.11,-0.03,-0.2,22.63
-0.07,-0.06,-0.15,22.6
-0.03,-0.18,-0.12,22.67
-0.02,-0.08,-0.13,22.74
0.03,0,-0.07,22.7
0.06,0.09,-0.02,22.56
0.11,0.09,-0.01,22.5
0.19,0.01,0.02,22.48
0.17,0.01,0.02,22.5
0.18,0.03,0.02,22.52
0.16,0.03,0.01,22.57
0.13,0.04,-0.04,22.58
0.12,0,-0.03,22.45
0.14,-0.03,-0.01,22.42
0.11,-0.02,-0.01,22.4
0.09,0.02,0,22.38
0.1,0.04,-0.04,22.41
0.13,0.08,0.03,22.34
0.15,0.07,0,22.33
0.03,0.16,-0.01,22.49
0.01,0.13,0,22.44
0.07,0.1,-0.07,22.35
0.07,0.02,-0.06,22.36
0.07,0.02,0,22.36
0.08,0.06,0.03,22.39
0.04,0.07,-0.01,22.58
-0.02,0.04,0.05,22.59
-0.03,-0.02,0.02,22.61
0.03,0,0.03,22.53
0.1,-0.02,0.03,22.48
0.07,0.03,-0.03,22.48
0.06,-0.02,-0.01,22.48
0.09,0,0.03,22.64
0.12,0.08,0.05,22.66
0.1,0.04,0,22.59
0.14,-0.02,-0.01,22.46
0.15,-0.01,-0.01,22.36
0.13,0.06,0.02,22.37
0.18,0.02,-0.02,22.29
0.14,0.07,0.05,22.65
0.13,0.09,0.1,22.65
0.15,0,0.05,22.48
0.18,-0.02,0.03,22.37
0.14,0.02,0,22.32
0.14,0.04,0.01,22.4
0.1,0.03,0.01,22.49
0.06,0.12,0.02,22.64
0.05,0.1,0.04,22.78
0.03,0.07,0.04,22.82
0.05,0.09,0.04,22.81
0.01,0.01,0.01,22.78
0.03,0.04,-0.02,22.74
0.11,0.06,-0.02,22.62
0.13,0,-0.01,22.65
0.12,-0.01,0,22.68
0.08,0.01,0,22.77
0.11,-0.02,-0.01,22.66
0.08,-0.04,-0.04,22.58
0.09,-0.01,-0.09,22.53
0.11,-0.01,-0.05,22.43
0.13,0,-0.02,22.63
0.13,-0.01,0.01,22.78
0.15,0.04,-0.05,22.56
0.04,0.06,-0.02,22.59
0.01,0.03,0.06,22.66
0.05,0.04,0.04,22.74
0.08,0.02,0.08,22.59
0.08,-0.01,0.12,22.48
0.04,-0.02,0.09,22.49
0.02,-0.04,0.02,22.52
0.01,-0.03,-0.03,22.52
0.05,-0.03,-0.01,22.44
0.07,-0.02,-0.02,22.49
0.08,0.01,-0.01,22.51
0.1,-0.01,0.05,22.46
0.11,-0.03,0.07,22.51
0.11,0,0.04,22.51
0.18,-0.03,0.01,22.53
0.13,0.05,-0.06,22.63
0.09,0.11,-0.03,22.61
0.1,0.06,0.05,22.49
0.1,-0.02,0.08,22.4
0.08,-0.03,0.08,22.39
0.11,-0.05,0.06,22.37
0.11,-0.03,0.06,22.39
0.09,-0.01,0.02,22.42
0.06,0.02,0.11,22.46
0.07,0.01,0.13,22.35
0.04,0.06,0.11,22.45
0.1,0.02,0.08,22.39
0.08,0.04,0.02,22.4
0.06,0.03,0.01,22.42
0.05,0.05,0.04,22.42
0.04,0.04,0.05,22.43
0.07,0.04,0.08,22.41
0.08,0.05,0.06,22.48
0.05,0.04,0.06,22.54
0.04,0.04,0.06,22.53
0.01,0.05,0.03,22.5
0.03,0.08,0.03,22.52
0.02,0.08,0.03,22.54
0.02,0.09,0.01,22.54
-0.02,0.05,-0.02,22.55
-0.04,0.08,0.02,22.57
-0.04,0.05,0.02,22.55
-0.04,0.03,0.02,22.55
0.02,-0.02,0.04,22.58
0.06,0,0.02,22.58
0.08,0.03,0.02,22.59
0.09,0.07,0.01,22.6
0.07,0.08,0,22.62
0.07,0.06,0.02,22.63
0.08,0.06,0.02,22.62
0.08,0.05,0.02,22.61
0.07,0.1,0.04,22.61
0.05,0.03,0.04,22.62
0.07,-0.01,0.01,22.57
0.1,0.01,-0.01,22.53
0.1,0.03,-0.06,22.58
0.06,0.08,-0.02,22.62
-0.01,0.12,-0.01,22.56
0.02,0.03,0.04,22.57
0.06,0.01,0.04,22.6
0.06,0.02,0.03,22.59
0.08,0.02,0.03,22.57
0.08,0.01,0.01,22.53
0.07,0.01,0.02,22.51
0.11,0.02,-0.02,22.43
0.11,0.01,-0.02,22.46
0.06,0.03,0.06,22.51
0.11,0.03,0.03,22.56
0.07,0.02,0.02,22.6
0.1,0.01,0.02,22.61
0.08,0,0.04,22.59
0.08,0,0.05,22.6
0.09,0.02,0.06,22.58
0.09,0.03,0.03,22.58
0.14,0.05,0.02,22.5
0.07,0.02,0.03,22.43
0.09,0.05,-0.03,22.42
0.07,0,0.05,22.52
0.04,0.04,0.06,22.55
0.06,0.02,0.05,22.6
0.06,0,0.05,22.61
0.06,0.03,0.05,22.61
0.05,0.06,0.08,22.65
0.05,0.07,0.02,22.58
0.06,0.05,-0.01,22.6
0.08,0.09,0.02,22.58
0.11,0.06,0.01,22.55
0.08,0.11,0.04,22.59
0.04,0.11,0.06,22.66
0.07,0.12,0.01,22.64
0.04,0.1,0.02,22.63
0.03,0.04,0.05,22.61
0.04,0.02,0.06,22.6
0.08,0.02,0.07,22.6
0.09,0.03,0.02,22.59
0.06,0.06,0.05,22.59
0.03,0.07,0.02,22.63
0.04,0.07,0.03,22.72
0.09,0.07,0.07,22.73
0.11,0.04,0.08,22.8
0.12,0.04,0.06,22.57
0.17,0.06,0.12,22.5
0.22,0,0.09,22.47
0.13,0,0.03,22.53
0.07,0.07,-0.01,22.52
0.06,0.09,-0.01,22.62
0.09,0.12,0,22.59
0.17,0.07,0.04,22.49
0.14,0,0.02,22.39
0.05,0.09,0.05,22.61
0.06,0.05,0.01,22.57
0.11,0.03,-0.01,22.57
0.11,0.1,-0.02,22.58
0.06,0.16,0.05,22.57
0.12,0.16,0.08,22.53
0.07,0.06,0.07,22.55
0.1,0.02,0.01,22.53
0.09,-0.03,0.11,22.52
0.07,0.01,0.07,22.54
0.05,0.02,0.09,22.53
0.05,0.01,0.03,22.52
0.09,0.02,0.06,22.49
0.03,0.02,0.02,22.49
0,0.03,0,22.51
0.02,0.04,0,22.48
0.03,0.03,-0.02,22.49
0.05,0.06,-0.03,22.48
0.05,0.11,-0.03,22.47
0.05,0.1,0.04,22.45
0.04,0.05,0.04,22.44
0.06,0.04,0.01,22.4
0.12,0.09,0.05,22.31
0.16,0.03,0.09,22.39
0.24,0.02,0.1,22.21
0.15,0.05,0.11,22.31
0.1,0.13,0.04,22.31
0.05,0.02,0.09,22.37
0.13,-0.03,0.08,22.35
0.15,-0.02,0.07,22.34
0.12,0.01,-0.04,22.44
0.08,0.04,0,22.44
0.08,0.09,0.02,22.35
0.09,0.04,0.05,22.38
0.06,0.05,0.05,22.42
0.09,0.04,0.05,22.44
0,0,0.11,22.45
0.01,-0.05,0.05,22.45
0.01,-0.06,0.05,22.46
0.04,0,0.05,22.5
0.05,-0.03,0.04,22.5
0.03,-0.01,0,22.52
0.02,0.02,-0.02,22.5
0.01,0.09,-0.03,22.51
0.01,0.1,0.04,22.54
0.01,0.06,0.09,22.55
0.05,0.03,0.11,22.48
0.02,0.06,0.12,22.37
0.01,0.05,0.12,22.41
0.01,0.03,0.06,22.43
0.02,0,0.04,22.51
0.05,-0.04,0.05,22.5
0.08,-0.02,0.02,22.49
0.04,-0.01,0,22.51
0,0.01,0.01,22.49
0.01,0.05,0,22.48
0.07,0.07,-0.06,22.41
0.08,0,0.02,22.5
0.06,0,0.05,22.53
0.04,0,0.05,22.58
0.03,0.01,0.05,22.62
0.04,0,0.08,22.59
0.01,0.03,0.06,22.58
0,0.02,0.06,22.54
0.01,0,0.03,22.57
0.03,0.06,0.03,22.56
0.03,0.05,0.01,22.54
0.01,0.03,0.01,22.56
0,0.06,0.01,22.53
-0.01,0.04,0,22.55
-0.05,-0.01,0.05,22.6
-0.05,-0.03,0.06,22.63
0,-0.03,0.11,22.63
0.02,0.02,0.1,22.64
0.01,0.02,0.09,22.62
0.03,0.05,0.06,22.57
0.03,0.06,0.03,22.56
0.1,0.02,0.01,22.53
0.17,0.05,0.11,22.35
0.13,0.06,0.07,22.34
0.14,0.09,0.03,22.37
0.15,0.06,0.03,22.36
0.14,0.02,0,22.4
0.09,0.09,0.07,22.48
0.08,0.06,0.07,22.55
0.08,0.02,0.05,22.55
0.08,0.01,0.02,22.48
0.07,-0.01,0.01,22.49
0.07,0.02,0.02,22.47
0.09,0.01,0.03,22.46
0.07,0.02,0.03,22.43
0.11,0.06,-0.03,22.38
0.07,0.12,0.05,22.37
0.07,0.04,0.07,22.42
0.04,0.07,0.03,22.46
0.05,0.04,-0.01,22.54
0.06,0.06,0.02,22.54
0.06,0.03,0.03,22.47
0.04,-0.01,0.02,22.43
0.03,0.04,0.03,22.46
0.02,0.01,0.06,22.54
0.05,0,0.07,22.52
0.09,0.06,0.03,22.5
0.14,0.03,0.01,22.47
0.15,0.02,0.04,22.48
0.08,0.02,0.04,22.52
0.08,0.02,0.01,22.51
0.09,0.08,0.05,22.47
0.02,0.12,0.06,22.49
0,0.06,0.07,22.54
0.04,0.04,0.05,22.5
-0.03,0.02,0.05,22.54
0.02,0.02,0.03,22.57
0.02,0.1,0.13,22.57
0.04,0.1,0.1,22.55
0.02,0.06,0.05,22.54
0.08,0,0,22.5
0.03,-0.03,-0.03,22.53
0,-0.08,0.02,22.54
0.01,-0.06,0,22.55
-0.01,-0.02,-0.02,22.56
-0.01,0.02,0.03,22.55
-0.02,-0.09,0.07,22.55
-0.08,-0.04,0.1,22.56
-0.01,-0.04,0.11,22.6
0.01,-0.01,0.09,22.59
0,-0.04,0.08,22.57
0,-0.04,0.02,22.59
0.02,-0.03,0.04,22.62
0.17,0.02,0.1,22.42
0.19,0.03,0.07,22.3
0.13,0.1,0.05,22.41
0.02,0.02,0.06,22.52
0,-0.01,0.08,22.6
-0.01,0.01,0.15,22.56
0.04,-0.02,0.07,22.56
0.04,-0.04,0.11,22.58
0.07,-0.04,0.06,22.53
0.07,-0.03,0.13,22.56
0.04,0.03,0.08,22.58
0.01,0.08,0.01,22.57
0.04,-0.05,-0.06,22.58
0.03,0.01,-0.08,22.59
-0.01,0.05,-0.12,22.55
0.02,0.07,-0.08,22.51
0.04,0.02,-0.07,22.53
0.04,0.04,-0.09,22.52
-0.01,0.01,-0.01,22.56
-0.03,-0.03,0.01,22.54
0.05,0.02,0.03,22.48
0.06,-0.04,-0.03,22.43
-0.03,-0.03,0.03,22.46
-0.02,-0.04,0.03,22.49
0,-0.05,0.08,22.51
-0.02,-0.03,0.08,22.46
0.04,-0.06,0.1,22.46
0.01,-0.02,0.08,22.5
0,0.02,0.06,22.54
0.03,0.02,0.03,22.5
0.05,0.02,0.04,22.49
0.05,0,0.02,22.5
0.03,-0.01,0.04,22.49
0.02,0,0.04,22.51
0.06,0.02,0.03,22.51
0.06,0.03,0.03,22.5
0.03,0.04,0.04,22.48
0.06,0.05,0.05,22.48
0.06,0.03,0.07,22.49
0.09,0.05,0.02,22.44
0.06,0.04,0.04,22.45
0.06,0.04,0.04,22.39
0.08,0.07,0.05,22.37
0.09,0.09,0.05,22.31
0.07,0.08,0.04,22.42
0.08,0.08,0.09,22.47
0.1,0.08,0.09,22.38
0.09,0.08,0.08,22.35
0.11,0.02,0.11,22.47
0.24,0.1,0.19,22.35
0.26,0.07,0.17,22.32
0.19,0.11,0.15,22.38
0.14,0.1,0.15,22.46
0.08,0.09,0.1,22.46
0.08,0.07,0.09,22.48
0.17,0.12,0.11,22.44
0.22,0.09,0.09,22.44
0.13,0.07,0.06,22.44
0.15,0.03,0.03,22.41
0.15,0.02,0.04,22.43
0.13,0.04,0.04,22.44
0.09,0.03,0,22.45
0.05,0.07,0.01,22.49
0.02,0.08,0.07,22.5
0.05,0.07,0.01,22.5
0.05,0.03,-0.03,22.52
0.02,-0.03,-0.03,22.53
-0.01,-0.07,-0.04,22.5
-0.02,-0.1,-0.06,22.49
-0.01,-0.12,-0.02,22.53
0.04,-0.05,0,22.53
0.07,0,-0.02,22.51
0.08,0.04,-0.03,22.5
0.06,0.02,-0.06,22.5
0.04,0.06,-0.06,22.51
0.04,0.01,-0.06,22.54
0.05,0.02,-0.07,22.55
0.09,0.02,-0.04,22.52
0.17,0.03,0.09,22.5
0.16,0.05,0.07,22.51
0.09,-0.03,0.02,22.51
0.04,-0.06,0.08,22.52
0,-0.1,0.08,22.54
0,0,0.11,22.6
0.02,0.11,0.14,22.57
0.03,0.03,0.11,22.61
0.03,0.05,0.03,22.55
0,0.08,0.08,22.57
0.01,0.06,0.06,22.55
0.02,0,0.02,22.57
0.03,-0.05,0,22.58
0.02,-0.07,0.01,22.55
0.03,-0.05,0.09,22.56
0.03,-0.02,0.09,22.56
0.04,0.03,0.07,22.58
0.03,0.04,0.04,22.6
0.07,0,0.05,22.61
0.07,0,0.07,22.62
0.09,0.03,0.1,22.61
0.08,0,0.07,22.59
0.17,0,0.09,22.55
0.14,-0.02,0.06,22.55
0.11,-0.04,0.04,22.57
0.03,-0.02,0,22.59
0.02,0.01,-0.01,22.58
0.01,0,0.01,22.58
0,0.03,-0.01,22.6
0.03,0.07,-0.05,22.56
0.06,0.05,-0.01,22.62
0.09,0,0,22.6
0.1,0,-0.01,22.66
0.09,0,0.02,22.62
0.09,0.02,0.02,22.63
0.06,0.04,0.03,22.61
0.04,0.07,0.02,22.6
0.02,0.06,-0.02,22.6
0.01,0.11,-0.02,22.56
0,0.09,-0.03,22.51
-0.02,0.1,-0.03,22.53
-0.03,0.08,0,22.51
0.03,0.01,0.04,22.54
0.1,0.04,0.02,22.54
0.07,-0.03,0.04,22.58
0.07,0.02,0.05,22.55
0.14,0.02,0.09,22.52
0.23,0.04,0.1,22.53
0.2,0,0.01,22.54
0.21,0.02,0.06,22.49
0.2,0.02,-0.01,22.5
0.18,0.02,-0.1,22.49
0.18,0.04,-0.06,22.48
0.13,-0.02,-0.07,22.51
0.09,0,-0.01,22.52
0.08,0.1,0.02,22.54
0.06,0.12,0.01,22.56
0.09,0.09,0.01,22.52
0.08,0.07,-0.03,22.56
0.06,0.05,0,22.54
0.09,0.03,0.02,22.52
0.06,0.13,0.02,22.53
0.07,0.05,-0.05,22.53
0.06,0.01,-0.04,22.49
0.08,0.02,0.06,22.58
0.08,0.01,0.12,22.58
0.1,-0.05,0.05,22.58
0.09,0.02,0.02,22.59
0.11,0,0.02,22.57
